MAKE,MODEL,MODEL_YR,BODY_STYLE,BLIND_SPOT_DETECTION,ARS,AUTO_CRASH_NOTIFICATION,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,NHTSA_ESC
INFINITI,QX60,2020,SUV,Standard,Standard,Optional,Standard,Optional,Standard,Standard,
INFINITI,QX80,2020,SUV,Standard, ,Standard,Standard,Standard,Standard,Standard,
INFINITI,QX80,2020,SUV,Standard, ,Standard,Standard,Standard,Standard,Standard,
JAGUAR,E-PACE,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
JAGUAR,F- PACE,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
JAGUAR,F-TYPE,2020,2 DR,Optional,None,Standard,Standard,Standard,Standard,NONE,
JAGUAR,F-TYPE,2020,2 DR,Optional,None,Standard,Standard,Standard,Standard,NONE,
JAGUAR,F-TYPE CONVERTIBLE,2020,2 DR,Optional,None,Standard,Standard,Standard,Standard,NONE,
JAGUAR,F-TYPE CONVERTIBLE,2020,2 DR,Optional,None,Standard,Standard,Standard,Standard,NONE,
JAGUAR,I-PACE,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
JAGUAR,XE,2020,4 DR,Standard,None,Standard,Standard,Standard,Standard,Optional,
JAGUAR,XE,2020,4 DR,Standard,None,Standard,Standard,Standard,Standard,Optional,
JAGUAR,XF,2020,4 DR,Optional,None,Standard,Standard,Optional,Optional,Optional,
JAGUAR,XF,2020,4 DR,Optional,None,Standard,Standard,Optional,Optional,Optional,
JAGUAR,XF SPORTBRAKE,2020,5 HB,Optional,None,Standard,Standard,Optional,Optional,Optional,
JEEP,CHEROKEE,2020,SUV,Optional,Optional,None,Optional,Optional,Optional,Optional,
JEEP,CHEROKEE,2020,SUV,Optional,Optional,None,Optional,Optional,Optional,Optional,
JEEP,COMPASS,2020,SUV,Optional,Standard,None,Optional,Optional,Optional,Optional,
JEEP,COMPASS,2020,SUV,Optional,Standard,None,Optional,Optional,Optional,Optional,
JEEP,GLADIATOR,2020,PU/CC,Optional,N/A,None,Optional,NONE,Optional,Optional,
JEEP,GRAND CHEROKEE,2020,SUV,Standard,Standard,None,Optional,Optional,Optional,Optional,
JEEP,GRAND CHEROKEE,2020,SUV,Standard,Standard,None,Optional,Optional,Optional,Optional,
JEEP,GRAND CHEROKEE SRT,2020,SUV,Standard,Standard,None,Optional,Optional,Optional,Optional,
JEEP,GRAND CHEROKEE TRACKHAWK,2020,SUV,Standard,Standard,None,Optional,Optional,Optional,Optional,
JEEP,RENEGADE,2020,SUV,Optional, ,None,Optional,Optional,Optional,Optional,
JEEP,RENEGADE,2020,SUV,Optional, ,None,Optional,Optional,Optional,Optional,
JEEP,WRANGLER,2020,SUV,Optional,N/A,None,Optional,NONE,Optional,Optional,
JEEP,WRANGLER UNLIMITED,2020,SUV,Optional,N/A,None,Optional,NONE,Optional,Optional,
JEEP,WRANGLER UNLIMITED DIESEL,2020,SUV,Optional,N/A,None,Optional,NONE,Optional,Optional,
KIA,CADENZA,2020,4 DR,Standard,Optional,Optional,Standard,Standard,Standard,Standard,
KIA,FORTE,2020,4 DR,Optional,Optional,Standard,Standard,standard,Standard,standard,
KIA,K900,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
KIA,K900,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
KIA,NIRO ELECTRIC,2020,SUV,Standard,Optional,Standard,Standard,Standard,Standard,Standard,
KIA,NIRO HYBRID,2020,SUV,Optional,Optional,Standard,Optional,Optional,Optional,Optional,
KIA,NIRO PLUG-IN HYBRID,2020,SUV,Optional,Optional,Standard,Standard,Standard,Standard,Standard,
KIA,OPTIMA,2020,4 DR,Standard,Optional,Standard,Standard,Standard,Standard,Standard,
KIA,OPTIMA HYBRID,2020,4 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
KIA,OPTIMA PLUG-IN HYBRID,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
KIA,RIO,2020,4 DR,None,Optional,Optional,Optional,,Optional,Optional,
KIA,RIO,2020,5 HB,None,Optional,Optional,Optional,,Optional,Optional,
KIA,SEDONA,2020,VAN,Optional,Optional,Optional,Optional,Optional,Optional,Optional,
KIA,SORENTO,2020,SUV,Optional,Optional,Optional,Optional,Optional,Optional,Optional,
KIA,SORENTO,2020,SUV,Optional,Optional,Optional,Optional,Optional,Optional,Optional,
KIA,SOUL,2020,SUV,Optional,Optional,None,Optional,Optional,Optional,Optional,
KIA,SOUL ELECTRIC,2020,SUV,Standard,Optional,Standard,Standard,Standard,Standard,Standard,
KIA,SPORTAGE,2020,SUV,Standard,Optional,Optional,Standard,Standard,Standard,Standard,
KIA,SPORTAGE,2020,SUV,Standard,Optional,Optional,Standard,Standard,Standard,Standard,
KIA,STINGER,2020,4 DR,Standard,Optional,Standard,Optional,Optional,Optional,Optional,
KIA,STINGER,2020,4 DR,Standard,Optional,Standard,Optional,Optional,Optional,Optional,
KIA,TELLURIDE,2020,SUV,Standard,Optional,Standard,Standard,Standard,Standard,Standard,
KIA,TELLURIDE,2020,SUV,Standard,Optional,Standard,Standard,Standard,Standard,Standard,
LAND ROVER,DISCOVERY,2020,SUV,Standard,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,DISCOVERY SPORT,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER EVOQUE (5 DOOR),2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER LWB,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER SPORT,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER SPORT PHEV,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER SWB,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER SWB PHEV,2020,SUV,Optional,None,Standard,Standard,Standard,Standard,Optional,
LAND ROVER,RANGE ROVER VELAR,2020,SUV,Standard,None,Standard,Standard,Standard,Standard,Optional,
LEXUS,ES 300H,2020,4 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,ES 350,2020,4 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,GS 350,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,GS 350,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,GS F,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,GX 460,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,IS 300,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,IS 300,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,IS 350,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,IS 350,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LC 500,2020,2 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LC 500H,2020,2 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LS 500,2020,4 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LS 500,2020,4 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LS 500H,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LS 500H,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,LX 570,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,NX300,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,NX300,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,NX300H,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RC 300,2020,2 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RC 300,2020,2 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RC 350,2020,2 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RC 350,2020,2 DR,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RC F,2020,2 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 350,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 350,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 350L,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 350L,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 450H,2020,SUV,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,RX 450HL,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,UX 200,2020,5 HB,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LEXUS,UX 250H,2020,5 HB,Optional,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,AVIATOR,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,AVIATOR,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,AVIATOR PHEV,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,CONTINENTAL,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,CONTINENTAL,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,CORSAIR,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,CORSAIR,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,MKZ,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,MKZ,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,MKZ HEV,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,NAUTILUS,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,NAUTILUS,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
LINCOLN,NAVIGATOR,2020,SUV,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
LINCOLN,NAVIGATOR,2020,SUV,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
LINCOLN,NAVIGATOR EL,2020,SUV,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
LINCOLN,NAVIGATOR EL,2020,SUV,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MAZDA,CX-3,2020,SUV,Optional,Standard,Standard,Optional,Optional,Optional,Optional,
MAZDA,CX-3,2020,SUV,Optional,Standard,Standard,Optional,Optional,Optional,Optional,
MAZDA,CX-30,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,CX-30,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,CX-5,2020,SUV,Standard,Standard,Standard,Optional,Optional,Optional,Optional,
MAZDA,CX-5,2020,SUV,Standard,Standard,Standard,Optional,Optional,Optional,Optional,
MAZDA,CX-9,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,CX-9,2020,SUV,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MAZDA2,2020,5 HB,None,Standard,Optional,None,None,None,None,
MAZDA,MAZDA3,2020,5 HB,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MAZDA3,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MAZDA3,2020,5 HB,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MAZDA3,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MAZDA6,2020,4 DR,Standard,Standard,Standard,Standard,Standard,Standard,Standard,
MAZDA,MX-5,2020,C,None,None,Optional,None,Optional,None,None,
MERCEDES-BENZ,A-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,A-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS CABRIOLET,2020,C,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,C-CLASS CABRIOLET,2020,C,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,CLA-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,CLA-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,CLS-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,CLS-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS STATION WAGON,2020,SW,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,E-CLASS STATION WAGON,2020,SW,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,EQC-CLASS,2020,SW,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,G-CLASS,2020,SUV,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLA-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLA-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLB-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLB-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLC-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLC-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLC-CLASS COUPE,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLC-CLASS COUPE,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLC-CLASS HYBRID,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLE-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLE-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GLS-CLASS,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GT CLASS,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GT CLASS 4DR,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,GT CLASS CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,METRIS CARGO,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,METRIS PASSENGER,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,S-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS,2020,2 DR,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS,2020,2 DR,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS CABRIOLET,2020,C,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS CABRIOLET,2020,C,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,S-CLASS HYBRID,2020,4 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,SL-CLASS,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,SLC-CLASS,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-BENZ,SPRINTER 1500 12 PASSENGER,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 1500 CARGO,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 15 PASSENGER,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CARGO,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CARGO,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CARGO DIESEL,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CARGO DIESEL,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CREW,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CREW,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CREW DIESEL,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-BENZ,SPRINTER 2500 CREW DIESEL,2020,VAN, , , ,optional,optional,optional,optional,
MERCEDES-MAYBACH,S-CLASS,2020,4 DR,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MERCEDES-MAYBACH,S-CLASS,2020,4 DR,Standard,Standard,Standard,Standard,Optional,Standard,Standard,
MINI,CLUBMAN,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,CLUBMAN,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,CONVERTIBLE,2020,C,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,COOPER SE,2020,3 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,COUNTRYMAN,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,COUNTRYMAN,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,COUNTRYMAN SE,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,HARDTOP,2020,3 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MINI,HARDTOP,2020,5 HB,None,Standard,Standard,Standard,No,Standard,Standard,
MITSUBISHI,ECLIPSE CROSS,2020,SUV,Optional,None,Optional,Optional,Optional,Optional,Optional,
MITSUBISHI,ECLIPSE CROSS,2020,SUV,Optional,None,Optional,Optional,Optional,Optional,Optional,
MITSUBISHI,MIRAGE,2020,5 HB,None,None,None,None,None,None,None,
MITSUBISHI,MIRAGE G4,2020,4 DR,None,None,None,None,None,None,None,
MITSUBISHI,OUTLANDER,2020,SUV,Optional,None,None,Optional,Optional,Optional,Optional,
MITSUBISHI,OUTLANDER,2020,SUV,Optional,None,None,Optional,Optional,Optional,Optional,
MITSUBISHI,OUTLANDER PHEV,2020,SUV,Standard,None,None,Optional,Optional,Optional,Optional,
MITSUBISHI,OUTLANDER SPORT,2020,SUV,Optional,None,None,Optional,Optional,Optional,Optional,
MITSUBISHI,OUTLANDER SPORT,2020,SUV,Optional,None,None,Optional,Optional,Optional,Optional,
NISSAN,370Z,2020,2 DR,None,None,None,None,None,None,None,
NISSAN,ALTIMA,2020,4 DR,Optional,Standard,Optional,Standard,Optional,Standard,Standard,
NISSAN,ALTIMA,2020,4 DR,Optional,Standard,Optional,Standard,Optional,Standard,Standard,
NISSAN,ARMADA,2020,SUV,Optional, ,Standard,Standard,Optional,Standard,Standard,
NISSAN,ARMADA,2020,SUV,Optional, ,Standard,Standard,Optional,Standard,Standard,
NISSAN,FRONTIER CREW CAB,2020,PU/CC,None, ,None,None,None,None,None,
NISSAN,FRONTIER CREW CAB,2020,PU/CC,None, ,None,None,None,None,None,
NISSAN,FRONTIER KING CAB,2020,PU/EC,None,None,None,None,None,None,None,
NISSAN,FRONTIER KING CAB,2020,PU/EC,None,None,None,None,None,None,None,
NISSAN,GTR,2020,2 DR,None,Standard,Standard,None,None,None,None,
NISSAN,KICKS,2020,SUV,Standard,Standard,None,Standard,Standard,Standard,Standard,
NISSAN,LEAF,2020,5 HB,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,LEAF PLUS,2020,5 HB,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,MAXIMA,2020,4 DR,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,MURANO,2020,SUV,Optional,Standard,Optional,Standard,Optional,Standard,Standard,
NISSAN,MURANO,2020,SUV,Optional,Standard,Optional,Standard,Optional,Standard,Standard,
NISSAN,"NV1500, NV2500, NV3500",2020,VAN,None,Standard,None,None,None,None,None,
NISSAN,NV200 CARGO,2020,VAN,None,Standard,None,None,None,None,None,
NISSAN,NV3500 PASSENGER VAN,2020,VAN,None,Standard,None,None,None,None,None,
NISSAN,PATHFINDER,2020,SUV,Optional,Optional,Optional,Standard,None,Standard,Standard,
NISSAN,PATHFINDER,2020,SUV,Optional,Optional,Optional,Standard,None,Standard,Standard,
NISSAN,ROGUE,2020,SUV,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,ROGUE,2020,SUV,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,ROGUE SPORT,2020,SUV,Standard, ,Optional,Standard,Standard,Standard,Standard,
NISSAN,ROGUE SPORT,2020,SUV,Standard, ,Optional,Standard,Standard,Standard,Standard,
NISSAN,SENTRA,2020,4 DR,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,TITAN,2020,PU/EC,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,TITAN,2020,PU/CC,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,TITAN,2020,PU/CC,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,TITAN,2020,PU/EC,Standard,Standard,Optional,Standard,Standard,Standard,Standard,
NISSAN,TITAN XD,2020,PU/CC,Standard,Standard,Optional,Optional,Standard,Optional,Optional,
NISSAN,VERSA,2020,4 DR,Optional,None,None,Standard,Standard,Standard,Standard,
PORSCHE,718 BOXSTER,2020,C,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 BOXSTER 6,2020,C,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 BOXSTER GTS,2020,C,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 BOXSTER S,2020,C,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 BOXSTER T,2020,C,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 CAYMAN,2020,2 DR,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 CAYMAN 6,2020,2 DR,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 CAYMAN GT4,2020,2 DR,None,Standard,Standard,None,None,None,none,
PORSCHE,718 CAYMAN GTS,2020,2 DR,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 CAYMAN S,2020,2 DR,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 CAYMAN T,2020,2 DR,Optional,Standard,Standard,Optional,None,None,Optional,
PORSCHE,718 SPYDER,2020,C,None,Standard,Standard,None,None,None,none,
PORSCHE,911 CARRERA,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA 4,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA 4 CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA 4S,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA 4S CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA S,2020,2 DR,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 CARRERA S CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 TARGA 4,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 TARGA 4S,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 TURBO S,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,911 TURBO S CABRIOLET,2020,C,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE COUPE,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE COUPE E-HYBRID,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE COUPE S,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE COUPE TURBO,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE COUPE TURBO S E-HYBRID,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE E-HYBRID,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE S,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE TURBO,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
PORSCHE,CAYENNE TURBO S E-HYBRID,2020,SUV,Optional,Standard,Standard,Standard,Optional,Standard,Standard,
